,id_str,score,text,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust
0,927851452185407490,-1.0,....and has been horrible on Virginia economy. Vote @EdWGillespie today!,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.15384615384615385
1,925806343855984647,-0.9,We mourn the horrifying terrorist attack in NYC. All of America is praying and grieving for the families who lost t… https://t.co/gnCvusZ0Ud,0.08333333333333333,0.0,0.08333333333333333,0.125,0.0,0.20833333333333334,0.0,0.16666666666666666,0.041666666666666664,0.0
2,924639422066384896,-0.8999999999999999,"...""collusion,"" which doesn't exist. The Dems are using this terrible (and bad for our country) Witch Hunt for evil politics, but the R's...",0.1875,0.0,0.15625,0.15625,0.0,0.15625,0.0,0.125,0.0,0.0
3,922798321739161600,-0.6999999999999998,"Bob Corker, who helped President O give us the bad Iran Deal &amp; couldn't get elected dog catcher in Tennessee, is now fighting Tax Cuts....",0.07142857142857142,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.10714285714285714,0.07142857142857142,0.07142857142857142,0.03571428571428571,0.07142857142857142
4,927644826006425601,-0.5,"The state of Virginia economy, under Democrat rule, has been terrible. If you vote Ed Gillespie tomorrow, it will come roaring back!",0.07407407407407407,0.07407407407407407,0.037037037037037035,0.07407407407407407,0.037037037037037035,0.07407407407407407,0.037037037037037035,0.07407407407407407,0.037037037037037035,0.1111111111111111
5,925474979914887168,-0.4642857142857143,"In NYC, looks like another attack by a very sick and deranged person. Law enforcement is following this closely. NOT IN THE U.S.A.!",0.0625,0.0,0.0625,0.0625,0.0,0.125,0.0,0.03125,0.0,0.03125
6,925364408364171265,-0.4375,"....earth shattering. He and his brother could Drain The Swamp, which would be yet another campaign promise fulfilled. Fake News weak!",0.0,0.0,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.07692307692307693,0.07692307692307693,0.0,0.0,0.07692307692307693
7,928793643367960576,-0.4,"I am leaving China for #APEC2017 in Vietnam. @FLOTUS Melania is staying behind to see the zoo, and of course, the G… https://t.co/j2kDjWvnsj",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,921828280998744066,-0.4,"Officials behind the now discredited ""Dossier"" plead the Fifth. Justice Department and/or FBI should immediately release who paid for it.",0.0,0.038461538461538464,0.0,0.0,0.0,0.038461538461538464,0.07692307692307693,0.0,0.0,0.038461538461538464
9,924635359480303616,-0.4,"Never seen such Republican ANGER &amp; UNITY as I have concerning the lack of investigation on Clinton made Fake Dossier (now $12,000,000?),....",0.03333333333333333,0.03333333333333333,0.0,0.0,0.0,0.1,0.03333333333333333,0.0,0.0,0.03333333333333333
10,924400308834455552,-0.3041666666666667,While not at all presidential I must point out that the Sloppy Michael Moore Show on Broadway was a TOTAL BOMB and was forced to close. Sad!,0.034482758620689655,0.0,0.034482758620689655,0.06896551724137931,0.0,0.10344827586206896,0.0,0.034482758620689655,0.034482758620689655,0.034482758620689655
11,923720632122200064,-0.3,"WORKING TOGETHER, we will defeat this #OpioidEpidemic &amp; free our nation from the terrible affliction of drug abuse.… https://t.co/Mw8xZxOEUn",0.09090909090909091,0.0,0.13636363636363635,0.13636363636363635,0.0,0.18181818181818182,0.045454545454545456,0.13636363636363635,0.0,0.045454545454545456
